date,portfolio_usd,eurusd,portfolio_eur,cash_usd,riskoff,AGG_shares,AGG_px,AGG_val_usd,ARCC_shares,ARCC_px,ARCC_val_usd,BIL_shares,BIL_px,BIL_val_usd,BND_shares,BND_px,BND_val_usd,BST_shares,BST_px,BST_val_usd,BXSL_shares,BXSL_px,BXSL_val_usd,DIVO_shares,DIVO_px,DIVO_val_usd,JEPI_shares,JEPI_px,JEPI_val_usd,JEPQ_shares,JEPQ_px,JEPQ_val_usd,MAIN_shares,MAIN_px,MAIN_val_usd,OBDC_shares,OBDC_px,OBDC_val_usd,SGOV_shares,SGOV_px,SGOV_val_usd,SHV_shares,SHV_px,SHV_val_usd,BM_SPY_px,BM_VNQ_px,BM_BND_px
2022-12-19,404626.28922500595,1.05850350856781,382262.5867083602,-1.4210854715202004e-14,0,0.0,88.91829681396484,0.0,4484.425871455598,13.553106307983398,60777.900566108816,0.0,79.35795593261719,0.0,0.0,65.68849182128906,0.0,871.4400115103523,23.342025756835938,20341.17519421205,3665.8607899837657,16.406536102294922,60144.07739685603,1332.4229347602131,30.80145263671875,41040.5619170945,1441.1333429423744,42.715633392333984,61558.92354659519,1331.5382186215463,30.141864776611328,40135.04493058058,2884.938707455879,28.19281768798828,81334.55102032416,4759.474337039364,8.255965232849121,39294.05465323461,0.0,87.15289306640625,0.0,0.0,95.90095520019531,0.0,366.3795471191406,73.2239761352539,65.68849182128906
2022-12-20,407039.4494788049,1.0614584684371948,383471.85649015236,-1.4210854715202004e-14,0,0.0,88.31493377685547,0.0,4484.425871455598,13.854619026184082,62130.01200018086,0.0,79.36663818359375,0.0,0.0,65.25801086425781,0.0,871.4400115103523,23.342025756835938,20341.17519421205,3665.8607899837657,16.465129852294922,60358.87392751915,1332.4229347602131,30.853342056274414,41109.70056978186,1441.1333429423744,42.74699020385742,61604.112893209975,1331.5382186215463,30.14910125732422,40144.68058121811,2884.938707455879,28.25563621520996,81515.77862105134,4759.474337039364,8.369646072387695,39835.115691631545,0.0,87.17031860351562,0.0,0.0,95.91841125488281,0.0,366.88079833984375,73.03877258300781,65.25801086425781
2022-12-21,410543.49517620093,1.062699317932129,386321.4064868921,-1.4210854715202004e-14,0,0.0,88.55810546875,0.0,4484.425871455598,14.04306697845459,62975.092872765556,0.0,79.37533569335938,0.0,0.0,65.41047668457031,0.0,871.4400115103523,23.162473678588867,20184.706329077715,3665.8607899837657,16.523727416992188,60573.68444233139,1332.4229347602131,31.251235961914062,41639.86353525745,1441.1333429423744,43.27985763549805,62372.04591631535,1331.5382186215463,30.58331871032715,40722.85771508402,2884.938707455879,28.459827423095703,82104.8577404031,4759.474337039364,8.398067474365234,39970.386624966326,0.0,87.17031860351562,0.0,0.0,95.9359130859375,0.0,372.36663818359375,73.66500091552734,65.41047668457031
2022-12-22,405931.69936233136,1.0610079765319824,382590.61980774393,-1.4210854715202004e-14,0,0.0,88.53108215332031,0.0,4484.425871455598,13.703862190246582,61453.95414480395,0.0,79.4274673461914,0.0,0.0,65.4014892578125,0.0,871.4400115103523,22.701875686645508,19783.32280967695,3665.8607899837657,16.465129852294922,60358.87392751915,1332.4229347602131,31.0003719329834,41305.60654960388,1441.1333429423744,42.966392517089844,61920.30088232791,1331.5382186215463,29.86687469482422,39768.88512693918,2884.938707455879,28.33417320251465,81742.35301569362,4759.474337039364,8.319911003112793,39598.40290576677,0.0,87.22264862060547,0.0,0.0,95.97957611083984,0.0,367.0543212890625,73.35552215576172,65.4014892578125
2022-12-23,411676.0510154908,1.060333013534546,388251.65845133644,-1.4210854715202004e-14,0,0.0,88.22492218017578,0.0,4484.425871455598,14.080758094787598,63144.11588997334,0.0,79.4274673461914,0.0,0.0,65.19657897949219,0.0,871.4400115103523,22.584774017333984,19681.275729624234,3665.8607899837657,16.802051544189453,61593.9819471303,1332.4229347602131,31.207975387573242,41582.22215383484,1441.1333429423744,43.23284149169922,62304.289383830284,1331.5382186215463,29.92475700378418,39845.95763350143,2884.938707455879,28.89175033569336,83350.92886959316,4759.474337039364,8.440696716308594,40173.27940800318,0.0,87.22264862060547,0.0,0.0,95.97086334228516,0.0,369.16571044921875,74.00846099853516,65.19657897949219
2022-12-26,411676.0510154908,1.0667804479599,385905.13334095676,-1.4210854715202004e-14,0,0.0,88.22492218017578,0.0,4484.425871455598,14.080758094787598,63144.11588997334,0.0,79.4274673461914,0.0,0.0,65.19657897949219,0.0,871.4400115103523,22.584774017333984,19681.275729624234,3665.8607899837657,16.802051544189453,61593.9819471303,1332.4229347602131,31.207975387573242,41582.22215383484,1441.1333429423744,43.23284149169922,62304.289383830284,1331.5382186215463,29.92475700378418,39845.95763350143,2884.938707455879,28.89175033569336,83350.92886959316,4759.474337039364,8.440696716308594,40173.27940800318,0.0,87.22264862060547,0.0,0.0,95.97086334228516,0.0,369.16571044921875,74.00846099853516,65.19657897949219
2022-12-27,410955.72610933764,1.064022183418274,386228.5321806945,-1.4210854715202004e-14,0,0.0,87.58553314208984,0.0,4484.425871455598,14.050603866577148,63008.89148885263,0.0,79.4274673461914,0.0,0.0,64.69319915771484,0.0,871.4400115103523,22.147598266601562,19300.303288373925,3665.8607899837657,16.736133575439453,61352.335850134295,1332.4229347602131,31.268526077270508,41662.90128150302,1441.1333429423744,43.3347053527832,62451.08879047926,1331.5382186215463,29.66423988342285,39499.06913113509,2884.938707455879,28.828933715820312,83169.70677144987,4759.474337039364,8.511744499206543,40511.42950740952,0.0,87.24877166748047,0.0,0.0,95.97086334228516,0.0,367.7099609375,73.98165130615234,64.69319915771484
2022-12-28,407285.2991974626,1.0637166500091553,382888.9010940622,-1.4210854715202004e-14,0,0.0,87.43242645263672,0.0,4484.425871455598,13.884771347045898,62265.22784793802,0.0,79.45355224609375,0.0,0.0,64.60330963134766,0.0,871.4400115103523,21.913394927978516,19096.209128268492,3665.8607899837657,16.69951057434082,61218.08102639529,1332.4229347602131,30.99409294128418,41297.24027705667,1441.1333429423744,42.903717041015625,61829.977163972566,1331.5382186215463,29.309619903564453,39026.87907486683,2884.938707455879,28.671863555908203,82716.56898733313,4759.474337039364,8.369646072387695,39835.115691631545,0.0,87.25749969482422,0.0,0.0,95.98831939697266,0.0,363.14007568359375,72.72042846679688,64.60330963134766
2022-12-29,412623.45195382915,1.062925100326538,388196.1690687973,-1.4210854715202004e-14,0,0.0,87.75662231445312,0.0,4484.425871455598,14.095833778381348,63211.72167551103,0.0,79.4883041381836,0.0,0.0,64.84600830078125,0.0,871.4400115103523,21.913394927978516,19096.209128268492,3665.8607899837657,16.91765785217285,62017.778578641424,1332.4229347602131,31.185157775878906,41551.819444696855,1441.1333429423744,43.34164047241211,62461.08322261377,1331.5382186215463,29.989423751831055,39932.06387999981,2884.938707455879,29.127338409423828,84030.58602251316,4759.474337039364,8.471983909606934,40322.190001584626,0.0,87.29236602783203,0.0,0.0,96.04073333740234,0.0,369.6767272949219,74.31259155273438,64.84600830078125
2022-12-30,410827.05425728956,1.066075325012207,385364.00254136394,-1.4210854715202004e-14,0,0.0,87.3423843383789,0.0,4484.425871455598,13.922463417053223,62434.25514182758,0.0,79.47959899902344,0.0,0.0,64.5763168334961,0.0,871.4400115103523,22.147598266601562,19300.303288373925,3665.8607899837657,16.812345504760742,61631.71817356223,1332.4229347602131,31.14174461364746,41493.97475166921,1441.1333429423744,43.151573181152344,62187.170911776586,1331.5382186215463,29.952722549438477,39883.194826344734,2884.938707455879,29.017398834228516,83713.41708655095,4759.474337039364,8.442743301391602,40183.02007718433,0.0,87.29236602783203,0.0,0.0,96.031982421875,0.0,368.7030029296875,73.77590942382812,64.5763168334961
2023-01-02,410825.0507111299,1.0709733963012695,383599.67869413167,0.0,0,0.0,87.3423843383789,0.0,4426.2323622349695,13.922463417053223,61624.058138593435,0.0,79.47959899902344,0.0,0.0,64.5763168334961,0.0,927.4754068408721,22.147598266601562,20541.35271286448,3665.4051703341083,16.812345504760742,61624.05813859343,1319.2165671965918,31.14174461364746,41082.70542572896,1428.0836965060978,43.151573181152344,61624.058138593435,1371.585015616523,29.952722549438477,41082.70542572895,2831.5911884747143,29.017398834228516,82165.41085145791,4865.800180469549,8.442743301391602,41080.70187956933,0.0,87.29236602783203,0.0,0.0,96.031982421875,0.0,368.7030029296875,73.77590942382812,64.5763168334961
2023-01-03,411909.7718939348,1.0677714347839355,385765.8656857449,0.0,0,0.0,87.8556900024414,0.0,4426.2323622349695,13.997838973999023,61957.68786806842,0.0,79.4883041381836,0.0,0.0,64.91793823242188,0.0,927.4754068408721,22.264699935913086,20649.961631250928,3665.4051703341083,16.812345504760742,61624.05813859343,1319.2165671965918,30.97673225402832,40865.01838712718,1428.0836965060978,43.13573455810547,61601.43925924508,1371.585015616523,29.857280731201172,40951.798857971466,2831.5911884747143,28.98600196838379,82076.50776278626,4865.800180469549,8.669344902038574,42183.29998889205,0.0,87.30979919433594,0.0,0.0,96.04946899414062,0.0,367.1507873535156,73.84745788574219,64.91793823242188
2023-01-04,415827.75151270954,1.0546854734420776,394267.0701205466,0.0,0,0.0,88.34197235107422,0.0,4426.2323622349695,14.216440200805664,62925.26769258424,0.0,79.47959899902344,0.0,0.0,65.28645324707031,0.0,927.4754068408721,22.475482940673828,20845.45768434654,3665.4051703341083,16.88004493713379,61872.20398804228,1319.2165671965918,31.04621696472168,40956.68376864072,1428.0836965060978,43.34956359863281,61906.80502586173,1371.585015616523,29.952722549438477,41082.70542572895,2831.5911884747143,29.433618545532227,83343.97491845499,4865.800180469549,8.815539360046387,42894.65300905012,0.0,87.30108642578125,0.0,0.0,96.0582046508789,0.0,369.9852294921875,75.52012634277344,65.28645324707031
2023-01-05,412075.8503558308,1.0606365203857422,388517.5009870141,0.0,0,0.0,88.26992797851562,0.0,4426.2323622349695,14.020453453063965,62057.78480716075,0.0,79.50566864013672,0.0,0.0,65.21453094482422,0.0,927.4754068408721,22.444250106811523,20816.489999053305,3665.4051703341083,16.744644165039062,61375.90529793904,1319.2165671965918,30.924633026123047,40796.288222536394,1428.0836965060978,42.906097412109375,61273.49819493587,1371.585015616523,29.54894256591797,40528.88685072634,2831.5911884747143,29.176841735839844,82616.8879667254,4865.800180469549,8.757061004638672,42610.1090167537,0.0,87.33595275878906,0.0,0.0,96.07569885253906,0.0,365.7624816894531,73.48966979980469,65.21453094482422
2023-01-06,415406.98885241384,1.0522217750549316,394790.3366956337,0.0,0,0.0,89.23348236083984,0.0,4426.2323622349695,13.945074081420898,61724.13819294927,0.0,79.4969711303711,0.0,0.0,65.93367767333984,0.0,927.4754068408721,23.12343978881836,21446.421725694716,3665.4051703341083,16.925180435180664,62037.6438759489,1319.2165671965918,31.3762149810791,41392.02261896145,1428.0836965060978,43.697994232177734,62404.39313299052,1371.585015616523,30.092214584350586,41274.03061061226,2831.5911884747143,29.129438400268555,82482.66109941741,4865.800180469549,8.764370918273926,42645.677595839334,0.0,87.35335540771484,0.0,0.0,96.09314727783203,0.0,374.15020751953125,75.46646118164062,65.93367767333984
2023-01-09,417573.9347576798,1.0656323432922363,391855.53759338683,0.0,0,0.0,89.45862579345703,0.0,4426.2323622349695,14.012916564941406,62024.42478904213,0.0,79.51435089111328,0.0,0.0,66.11341857910156,0.0,927.4754068408721,23.646482467651367,21931.5309470405,3665.4051703341083,16.970312118530273,62203.06978144444,1319.2165671965918,31.28069305419922,41266.00851049097,1428.0836965060978,43.57129669189453,62223.458441324656,1371.585015616523,30.30510711669922,41566.0308179183,2831.5911884747143,29.350664138793945,83109.08195128973,4865.800180469549,8.888636589050293,43250.32951912915,0.0,87.35335540771484,0.0,0.0,96.10191345214844,0.0,373.9381103515625,75.4932861328125,66.11341857910156
2023-01-10,421207.6524120445,1.073318362236023,392434.963596962,0.0,0,0.0,89.1164321899414,0.0,4426.2323622349695,14.163675308227539,62691.71801746509,0.0,79.50566864013672,0.0,0.0,65.85274505615234,0.0,927.4754068408721,23.911909103393555,22177.70762401189,3665.4051703341083,17.226072311401367,63140.5345147598,1319.2165671965918,31.42831802368164,41460.75781596407,1428.0836965060978,43.7059211730957,62415.71346807864,1371.585015616523,30.46661949157715,41787.558771137505,2831.5911884747143,29.627185821533203,83892.07831155641,4865.800180469549,8.969045639038086,43641.58388907114,0.0,87.35335540771484,0.0,0.0,96.09314727783203,0.0,376.5604553222656,75.66324615478516,65.85274505615234
2023-01-11,429367.5321038186,1.0738946199417114,399822.7797501432,0.0,0,0.0,89.66576385498047,0.0,4426.2323622349695,14.563180923461914,64460.022700510075,0.0,79.50566864013672,0.0,0.0,66.20332336425781,0.0,927.4754068408721,24.64574432373047,22858.32174354803,3665.4051703341083,17.639801025390625,64657.0178821317,1319.2165671965918,31.61067771911621,41701.32974737028,1428.0836965060978,43.9514045715332,62766.28430715014,1371.585015616523,30.804330825805664,42250.7585767692,2831.5911884747143,30.196027755737305,85502.80612008365,4865.800180469549,9.283363342285156,45170.991026255506,0.0,87.35335540771484,0.0,0.0,96.11935424804688,0.0,381.3230895996094,78.37348937988281,66.20332336425781
2023-01-12,433111.28141808824,1.0766000747680664,402295.42201303865,0.0,0,0.0,90.31414031982422,0.0,4426.2323622349695,14.781779289245605,65427.58986147353,0.0,79.56651306152344,0.0,0.0,66.7156982421875,0.0,927.4754068408721,24.779510498046875,22982.386580493687,3665.4051703341083,17.677410125732422,64794.87047297614,1319.2165671965918,31.680152893066406,41792.98254785424,1428.0836965060978,43.99892044067383,62834.140945195184,1371.585015616523,30.936466217041016,42431.993499420234,2831.5911884747143,30.662158966064453,86822.69914791906,4865.800180469549,9.458797454833984,46024.61836275611,0.0,87.41439819335938,0.0,0.0,96.17179870605469,0.0,382.7113952636719,79.36637115478516,66.7156982421875
2023-01-13,430875.0217113966,1.0860239267349243,396745.42254957533,0.0,0,0.0,89.98091888427734,0.0,4426.2323622349695,14.24659252166748,63058.72887097931,0.0,79.5751724243164,0.0,0.0,66.49098205566406,0.0,927.4754068408721,24.748044967651367,22953.20307488865,3665.4051703341083,17.797767639160156,65236.02952498271,1319.2165671965918,31.767009735107422,41907.56553284913,1428.0836965060978,44.10979461669922,62992.478548340594,1371.585015616523,31.17873191833496,42764.28150511284,2831.5911884747143,30.42513084411621,86151.53240638971,4865.800180469549,9.414937019348145,45811.20224785364,0.0,87.42312622070312,0.0,0.0,96.17179870605469,0.0,384.1961669921875,78.8743896484375,66.49098205566406
2023-01-16,430875.0217113966,1.082461953163147,398050.9619320133,0.0,0,0.0,89.98091888427734,0.0,4426.2323622349695,14.24659252166748,63058.72887097931,0.0,79.5751724243164,0.0,0.0,66.49098205566406,0.0,927.4754068408721,24.748044967651367,22953.20307488865,3665.4051703341083,17.797767639160156,65236.02952498271,1319.2165671965918,31.767009735107422,41907.56553284913,1428.0836965060978,44.10979461669922,62992.478548340594,1371.585015616523,31.17873191833496,42764.28150511284,2831.5911884747143,30.42513084411621,86151.53240638971,4865.800180469549,9.414937019348145,45811.20224785364,0.0,87.42312622070312,0.0,0.0,96.17179870605469,0.0,384.1961669921875,78.8743896484375,66.49098205566406
2023-01-17,432967.38743905566,1.0830129384994507,399780.4384857543,0.0,0,0.0,89.81884002685547,0.0,4426.2323622349695,14.239051818847656,63025.3519681242,0.0,79.5751724243164,0.0,0.0,66.40106964111328,0.0,927.4754068408721,24.89754867553711,23091.864087184196,3665.4051703341083,17.835378646850586,65373.88910703269,1319.2165671965918,31.593320846557617,41678.43227353626,1428.0836965060978,43.99892044067383,62834.140945195184,1371.585015616523,31.259490966796875,42875.04940585865,2831.5911884747143,30.962379455566406,87672.80084059236,4865.800180469549,9.539203643798828,46415.85881153211,0.0,87.41439819335938,0.0,0.0,96.19800567626953,0.0,383.4922790527344,79.09801483154297,66.40106964111328
2023-01-18,429099.2611597192,1.0793308019638062,397560.47022746643,0.0,0,0.0,90.71034240722656,0.0,4426.2323622349695,14.239051818847656,63025.3519681242,0.0,79.58386993408203,0.0,0.0,67.0123291015625,0.0,927.4754068408721,24.661479949951172,22872.916149878973,3665.4051703341083,17.587141036987305,64463.997688368436,1319.2165671965918,31.02883529663086,40933.7535841298,1428.0836965060978,43.5000114440918,62121.65714113617,1371.585015616523,31.046586990356445,42583.033502007784,2831.5911884747143,30.78856658935547,87180.63386018593,4865.800180469549,9.436868667602539,45917.91726588787,0.0,87.4405746459961,0.0,0.0,96.20673370361328,0.0,377.437744140625,77.94413757324219,67.0123291015625
2023-01-19,426276.1529351156,1.0797853469848633,394778.6049564639,0.0,0,0.0,90.50328063964844,0.0,4426.2323622349695,14.163675308227539,62691.71801746509,0.0,79.6186294555664,0.0,0.0,66.87748718261719,0.0,927.4754068408721,24.472627639770508,22697.760276661324,3665.4051703341083,17.489351272583008,64105.55858031518,1319.2165671965918,30.933324813842773,40807.75457289482,1428.0836965060978,43.262454986572266,61782.40663715279,1371.585015616523,30.90709686279297,42391.71093321528,2831.5911884747143,30.480438232421875,86308.14031977358,4865.800180469549,9.349151611328125,45491.103597637564,0.0,87.45799255371094,0.0,0.0,96.23295593261719,0.0,374.69012451171875,77.51481628417969,66.87748718261719
2023-01-20,430415.2623388441,1.083388328552246,397286.22784225194,0.0,0,0.0,90.13402557373047,0.0,4426.2323622349695,14.344582557678223,63492.45553954662,0.0,79.62733459472656,0.0,0.0,66.58086395263672,0.0,927.4754068408721,24.92902946472168,23121.061744940827,3665.4051703341083,17.46678352355957,64022.83863636186,1319.2165671965918,31.08963394165039,41013.96016390267,1428.0836965060978,43.56336975097656,62212.13810623653,1371.585015616523,31.362276077270508,43016.02792321277,2831.5911884747143,30.93077278137207,87583.30366044669,4865.800180469549,9.44417667388916,45953.47656419618,0.0,87.47541046142578,0.0,0.0,96.25040435791016,0.0,381.6701354980469,78.43608856201172,66.58086395263672
2023-01-23,434633.3528261257,1.086507797241211,400027.8267028714,0.0,0,0.0,89.90888214111328,0.0,4426.2323622349695,14.676247596740723,64960.482068866986,0.0,79.62733459472656,0.0,0.0,66.41905212402344,0.0,927.4754068408721,25.36968994140625,23529.76349983254,3665.4051703341083,17.63227653503418,64629.43757627506,1319.2165671965918,31.09831428527832,41025.4114170256,1428.0836965060978,43.65047836303711,62336.536494945474,1371.585015616523,31.619205474853516,43368.42843500901,2831.5911884747143,31.27050018310547,88545.27277767839,4865.800180469549,9.502655029296875,46238.0205564926,0.0,87.47541046142578,0.0,0.0,96.25040435791016,0.0,386.2497253417969,78.79389190673828,66.41905212402344
2023-01-24,434239.4954265789,1.0874292850494385,399326.65176185395,0.0,0,0.0,90.30511474609375,0.0,4426.2323622349695,14.668710708618164,64927.12205074837,0.0,79.63602447509766,0.0,0.0,66.7156982421875,0.0,927.4754068408721,25.393295288085938,23551.656878347905,3665.4051703341083,17.587141036987305,64463.997688368436,1319.2165671965918,31.159095764160156,41105.59535094522,1428.0836965060978,43.7059211730957,62415.71346807864,1371.585015616523,31.553142547607422,43277.8175139105,2831.5911884747143,31.207284927368164,88366.27301655545,4865.800180469549,9.48072624206543,46131.319459624356,0.0,87.50157165527344,0.0,0.0,96.25916290283203,0.0,385.8351745605469,78.99066162109375,66.7156982421875
2023-01-25,433168.88990315795,1.088814616203308,397835.3003871458,0.0,0,0.0,90.41320037841797,0.0,4426.2323622349695,14.600871086120605,64626.848118207876,0.0,79.64471435546875,0.0,0.0,66.79657745361328,0.0,927.4754068408721,25.487722396850586,23639.235699466204,3665.4051703341083,17.53448486328125,64270.99147701626,1319.2165671965918,31.254642486572266,41231.642170092615,1428.0836965060978,43.682167053222656,62381.79059676309,1371.585015616523,31.51643943786621,43227.476078562926,2831.5911884747143,30.970273971557617,87695.15488251034,4865.800180469549,9.473416328430176,46095.75088053872,0.0,87.51029968261719,0.0,0.0,96.29410552978516,0.0,385.9797668457031,79.02645111083984,66.79657745361328
